번호,업태구분,사업장명,인허가일자,전화번호,도로명주소,지번주소,위도,경도,소재지면적,다중이용업소여부
2600,커피숍,더벤티전주동산점,2022-07-01,,"전북특별자치도 전주시 덕진구 편운로 6, 1층 102호 (여의동2가)",전북특별자치도 전주시 덕진구 여의동2가 701 ,35.80293974,127.1013349,60.03,N
2601,커피숍,한올1,2022-07-01,,"전북특별자치도 전주시 덕진구 창포길 49-10, 1동 1층 일부호 (덕진동1가)",전북특별자치도 전주시 덕진구 덕진동1가 1316-16 ,35.81513884,127.107981,162,N
2602,커피숍,한올2,2022-07-05,,"전북특별자치도 전주시 덕진구 창포길 49-10, 1동 1층 일부호 (덕진동1가)",전북특별자치도 전주시 덕진구 덕진동1가 1316-16 ,35.82557791,127.1155672,187.2,N
2603,커피숍,커피풀잎,2022-07-12,,"전북특별자치도 전주시 덕진구 안덕원로 378, 1층 일부호 (산정동)",전북특별자치도 전주시 덕진구 산정동 857-2 전주수한방병원 ,35.8731724,127.0720175,40.8,N
2604,커피숍,사이공리터,2022-07-18,,"전북특별자치도 전주시 덕진구 붓내3길 46, 1층 일부호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 216-1 ,35.79486429,127.1333534,46.1,N
2605,커피숍,카페몽,2022-07-21,,"전북특별자치도 전주시 덕진구 장동길 43, 1층 101호일부호 (장동)",전북특별자치도 전주시 덕진구 장동 607-3 ,35.82826232,127.1453093,24.82,N
2606,커피숍,빽다방전주우아한시티점,2022-07-21,,"전북특별자치도 전주시 덕진구 우아로 31, 우아한시티 상가 1층 19호 (우아동3가)",전북특별자치도 전주시 덕진구 우아동3가 772 우아한시티 상가 ,35.80516661,127.1135802,49.95,N
2607,커피숍,카페온더힐,2022-07-21,,"전북특별자치도 전주시 덕진구 초당길 21-8, 1동 1,2층 (호성동1가)",전북특별자치도 전주시 덕진구 호성동1가 566-5 ,35.82575832,127.1155873,837.06,N
2608,커피숍,와플대학전주에코시티캠퍼스,2022-07-22,,"전북특별자치도 전주시 덕진구 세병2길 32-4, 세인트빌딩 1층 105호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1330-10 세인트빌딩 ,35.8713757,127.0786493,44.3,N
2609,커피숍,뚱땡이샌드위치앤샐러드,2022-07-22,,"전북특별자치도 전주시 덕진구 호반로 11, 216동 1층 101호 (송천동1가, 송천동센트럴파크2단지아파트)",전북특별자치도 전주시 덕진구 송천동1가 308-1 송천동센트럴파크2단지아파트 ,35.81221067,127.1142324,64.22,N
2610,커피숍,카페치엘로,2022-08-01,,"전북특별자치도 전주시 덕진구 정언신로 66, 3층 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 866-3 ,35.80789401,127.1493225,181.19,Y
2611,커피숍,빽다방전주용소점,2022-09-01,,"전북특별자치도 전주시 덕진구 시천로 17, 1층 107호 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 626-75 ,35.81197674,127.1009123,89.1,N
2612,커피숍,갤러리카페홍,2022-09-01,,"전북특별자치도 전주시 덕진구 금암1길 37, 1층 (금암동)",전북특별자치도 전주시 덕진구 금암동 535-12 ,35.85087297,127.1563483,58.79,N
2613,커피숍,아도,2022-09-02,,"전북특별자치도 전주시 덕진구 어은골5길 19-2, 1,2층 (진북동)",전북특별자치도 전주시 덕진구 진북동 956-4 ,35.79931228,127.108047,196.31,Y
2614,커피숍,브이아이피아쿠아카페본점,2022-09-06,,"전북특별자치도 전주시 덕진구 원장동길 109, 1층 일부호 (장동)",전북특별자치도 전주시 덕진구 장동 101-3 ,35.79562958,127.1257558,87.4,N
2615,커피숍,빽다방전주에코세병호점,2022-09-15,,"전북특별자치도 전주시 덕진구 세병로 174-10, 1층 102호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1301-2 대강빌딩2 ,35.79532226,127.1394,58.05,N
2616,커피숍,홈플러스카페마을,2022-09-16,,"전북특별자치도 전주시 덕진구 백제대로 771, 지하1층 일부호 (우아동3가)",전북특별자치도 전주시 덕진구 우아동3가 733-1 홈플러스 ,35.8316106,127.1122906,25.5,N
2617,커피숍,베리테,2022-09-26,,"전북특별자치도 전주시 덕진구 명륜1길 14-4, 1층 101호 (금암동, 안나원룸)",전북특별자치도 전주시 덕진구 금암동 709-2 안나원룸 ,35.79835019,127.1120185,67,N
2618,커피숍,달콤세상2,2022-09-29,,"전북특별자치도 전주시 덕진구 송천로 112-37, 1층 일부호 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 839-9 달콤세상 ,35.83663992,127.1110724,56.43,N
2619,커피숍,너는김밥나는반찬,2022-10-06,,"전북특별자치도 전주시 덕진구 화암5길 20, 1층 일부호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1348-24 ,35.82122316,127.0995688,105.84,N
2620,커피숍,기기커피송천점,2022-10-07,,"전북특별자치도 전주시 덕진구 솔내로 152, 1층 101호 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 107-15 ,35.82587137,127.1052713,108,N
2621,커피숍,카페토브,2022-10-11,,"전북특별자치도 전주시 덕진구 건지로 14-10, 2,3층 (금암동, Dr.Hill)",전북특별자치도 전주시 덕진구 금암동 1596-31 Dr.Hill ,35.81596011,127.109344,324.48,Y
2622,커피숍,케이와이씨커피,2022-10-24,,"전북특별자치도 전주시 덕진구 들사평로 5, 1층 일부호 (덕진동1가)",전북특별자치도 전주시 덕진구 덕진동1가 1436-30 ,35.79182009,127.1199897,18,N
2623,커피숍,왓커피에코시티점,2022-10-26,,"전북특별자치도 전주시 덕진구 세병2길 27, 1층 103호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1327-12 ,35.84334007,127.1363032,61.48,N
2624,커피숍,낸시베이크샵,2022-10-27,,"전북특별자치도 전주시 덕진구 가리내10길 8-5, 1층 (덕진동2가)",전북특별자치도 전주시 덕진구 덕진동2가 678-3 ,35.79272738,127.1332438,87.11,N
2625,커피숍,카페이프,2022-11-08,,"전북특별자치도 전주시 덕진구 기지로 91, 1층 101호 (장동)",전북특별자치도 전주시 덕진구 장동 1087-4 ,35.79201223,127.1093453,48.43,N
2626,커피숍,링거커피,2022-11-10,,"전북특별자치도 전주시 덕진구 송천중앙로 233-16, 1층 일부호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 491-4 ,35.78209137,127.123216,71.68,N
2627,커피숍,왓커피만성직영점,2022-11-10,,"전북특별자치도 전주시 덕진구 만성북로 23, 1층 111호 (만성동)",전북특별자치도 전주시 덕진구 만성동 1339-13 ,35.8175169,127.1450592,73.35,N
2628,커피숍,하루동화,2022-11-30,,"전북특별자치도 전주시 덕진구 안덕원1길 28, 2층 202호 (우아동3가)",전북특별자치도 전주시 덕진구 우아동3가 412 주반석교회 ,35.80240453,127.1179369,37.57,N
2629,커피숍,요거트판다,2022-12-01,,"전북특별자치도 전주시 덕진구 팽나무3길 16, 1층 일부호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 771-11 ,35.79614809,127.1351539,79.95,N
2630,커피숍,카페프렌,2022-12-09,,"전북특별자치도 전주시 덕진구 건산로 96, 1층 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 687-18 ,35.82688623,127.1047841,101.2,N
2631,커피숍,카페로117,2022-12-15,,"전북특별자치도 전주시 덕진구 와룡1길 11-7, 1층 101,102,102-1,103호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 557-5 ,35.81316914,127.1458471,157.08,N
2632,커피숍,커피제작소,2023-01-04,,"전북특별자치도 전주시 덕진구 백제대로 478, 1층 (덕진동1가)",전북특별자치도 전주시 덕진구 덕진동1가 1173-32 ,35.82741292,127.1616652,63.52,N
2633,커피숍,포레스트포레스트,2023-01-11,,"전북특별자치도 전주시 덕진구 출판로 43, 호반베르디움 더센트럴 1(상가2동) 511동 1층 112호 (장동)",전북특별자치도 전주시 덕진구 장동 1074 호반베르디움 더센트럴 1(상가2동) ,35.82018579,127.1414008,38.35,N
2634,커피숍,3엑스라지커피아중점,2023-02-03,,"전북특별자치도 전주시 덕진구 무삼지로 8, 1층 106,107호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 918-1 부영6차아파트 ,35.82506497,127.1610147,60.06,N
2635,커피숍,로랑,2023-02-09,,"전북특별자치도 전주시 덕진구 세병1길 36, 1층 109호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1327-6 베스트타워 ,35.80127862,127.1242115,9.52,N
2636,커피숍,카페낙원,2023-02-13,,"전북특별자치도 전주시 덕진구 우아7길 9-15, 1층 (우아동3가)",전북특별자치도 전주시 덕진구 우아동3가 747-94 한국산재장애인복지진흥회 ,35.83330529,127.107446,73.5,N
2637,커피숍,빈부커피,2023-02-23,,"전북특별자치도 전주시 덕진구 기린대로 488, 2층 전체호 (덕진동1가)",전북특별자치도 전주시 덕진구 덕진동1가 1276-11 ,35.81975706,127.1419476,190.84,Y
2638,커피숍,모우트커피,2023-02-23,,"전북특별자치도 전주시 덕진구 만성북1길 16, 1층 전체호 (만성동)",전북특별자치도 전주시 덕진구 만성동 1350-9 ,35.83810664,127.0609027,119.31,N
2639,커피숍,하이오커피전주송천점,2023-02-27,,"전북특별자치도 전주시 덕진구 시천로 38, 1층 일부호 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 596-38 ,35.79540754,127.1126486,62.25,N
2640,커피숍,베스트스크린골프,2023-03-17,,"전북특별자치도 전주시 덕진구 동가재미2길 31, 1층 일부호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 848-11 ,35.85614794,127.0663367,6.3,N
2641,커피숍,커피쿡금암광장점,2023-03-22,,"전북특별자치도 전주시 덕진구 팔달로 387-1, 1층 일부호 (금암동)",전북특별자치도 전주시 덕진구 금암동 454-1 신포우리만두 ,35.8355081,127.1030824,61.32,N
2642,커피숍,콩스빅커피아중점,2023-03-23,,"전북특별자치도 전주시 덕진구 석소5길 37, 1층 전체호 (우아동2가)",전북특별자치도 전주시 덕진구 우아동2가 874-3 ,35.81335635,127.097378,48.5,N
2643,커피숍,컴포즈커피에코시티점,2023-03-27,,"전북특별자치도 전주시 덕진구 세병로 26, 1층 102호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1326-6 ,35.82211423,127.1006101,80.3,N
2644,커피숍,상상,2023-03-29,,"전북특별자치도 전주시 덕진구 소리로 31, 명인홀 2층 일부호 (덕진동1가)",전북특별자치도 전주시 덕진구 덕진동1가 산 1-1 소리문화전당 ,35.82857544,127.1513489,52.1,N
2645,커피숍,메가엠지씨커피전주대자인병원점,2023-03-29,,"전북특별자치도 전주시 덕진구 견훤로 379, 1층 일부호 (인후동2가)",전북특별자치도 전주시 덕진구 인후동2가 1577-5 ,35.80996778,127.1070982,93.08,N
2646,커피숍,더벤티전북대구정문점,2023-03-29,,"전북특별자치도 전주시 덕진구 권삼득로 333, 1층 107호 (덕진동1가)",전북특별자치도 전주시 덕진구 덕진동1가 664-6 ,35.83414979,127.1119524,48,N
2647,커피숍,찰리앤버니혁신대방점,2023-03-31,,"전북특별자치도 전주시 덕진구 기지로 77, 302동 2층 A-239호 (장동, 대방 디엠시티)",전북특별자치도 전주시 덕진구 장동 1111 대방 디엠시티 ,35.82120903,127.1395416,34.78,N
2648,커피숍,수야팜,2023-04-14,,"전북특별자치도 전주시 덕진구 우아2길 10, 1층 101호 일부호 (우아동3가)",전북특별자치도 전주시 덕진구 우아동3가 746-26 ,35.77936746,127.1045752,46.5,N
2649,커피숍,더리터대자인병원점,2023-04-26,,"전북특별자치도 전주시 덕진구 도당산1길 13, 1층 일부호 (우아동3가)",전북특별자치도 전주시 덕진구 우아동3가 748-72 ,35.83281949,127.1679727,49.57,N
2650,커피숍,65커피,2023-04-27,,"전북특별자치도 전주시 덕진구 반월로 32, 2층 201호 (반월동, 월드컵이지움)",전북특별자치도 전주시 덕진구 반월동 1230 월드컵이지움 ,35.82894954,127.1494413,80,N
2651,커피숍,카페틀못,2023-05-02,,"전북특별자치도 전주시 덕진구 틀못1길 20, 전북혁신도시 복합혁신센터 1층 일부호 (장동)",전북특별자치도 전주시 덕진구 장동 1068-2 전북혁신도시 복합혁신센터 ,35.80548271,127.1272413,32.3,N
2652,커피숍,더벤티전주금암기린대로점,2023-05-03,,"전북특별자치도 전주시 덕진구 기린대로 408, 1층 104호 (금암동)",전북특별자치도 전주시 덕진구 금암동 471-5 ,35.82833758,127.1036057,57.2,N
2653,커피숍,더리터경기장점,2023-05-17,,"전북특별자치도 전주시 덕진구 들사평로 41-2, 1층 108호 (덕진동1가)",전북특별자치도 전주시 덕진구 덕진동1가 1268-9 ,35.82230464,127.0995566,20.76,N
2654,커피숍,몬스터커피전주혁신점,2023-05-19,,"전북특별자치도 전주시 덕진구 안전로 197, 1층 103호 (장동)",전북특별자치도 전주시 덕진구 장동 1069-2 ,35.8236546,127.1501175,37.44,N
2655,커피숍,핸더에코시티점,2023-05-23,,"전북특별자치도 전주시 덕진구 화암2길 3-3, 1층 전체호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1362-2 ,35.80657759,127.1142506,164.93,N
2656,커피숍,카페구현,2023-05-23,,"전북특별자치도 전주시 덕진구 떡전1길 14, 2층 전체호 (덕진동1가)",전북특별자치도 전주시 덕진구 덕진동1가 1120-25 ,35.84751388,127.1528967,70.77,N
2657,커피숍,카페로이,2023-06-09,,"전북특별자치도 전주시 덕진구 견훤로 156, 1층 전체호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 896-5 ,35.80657759,127.1142506,179.38,N
2658,커피숍,컴포즈커피전주송천오송점,2023-06-30,,"전북특별자치도 전주시 덕진구 사근1길 10, 1층 105호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 175-52 ,35.81291915,127.1512829,58.5,N
2659,커피숍,카페소리,2023-07-07,,"전북특별자치도 전주시 덕진구 소리로 31, 연지홀2층 일부호 (덕진동1가)",전북특별자치도 전주시 덕진구 덕진동1가 산 1-1 소리문화전당 ,35.81717304,127.1027572,141.35,Y
2660,커피숍,더벤티전주송천센트럴파크점,2023-07-13,,"전북특별자치도 전주시 덕진구 송천로 1, 1층 1-2블럭 2-124,2-125호 (송천동1가, 송천동센트럴파크아파트)",전북특별자치도 전주시 덕진구 송천동1가 292-7 송천동센트럴파크아파트 ,35.82084423,127.0995177,69.51,N
2661,커피숍,동심당,2023-07-21,,"전북특별자치도 전주시 덕진구 안골1길 6, 3층 일부호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 766-3 ,35.81603602,127.1049942,61.56,N
2662,커피숍,센스커피,2023-07-24,,"전북특별자치도 전주시 덕진구 쪽구름로 37, 상가1동 1층 103호 (여의동)",전북특별자치도 전주시 덕진구 여의동 669 ,35.83414979,127.1119524,56.93,N
2663,커피숍,앳디스모먼트,2023-07-25,,"전북특별자치도 전주시 덕진구 오정1길 22, 1층 전체호 (중동)",전북특별자치도 전주시 덕진구 중동 779-12 ,35.80925266,127.0970149,102.01,N
2664,커피숍,에이프릴앤릴리,2023-07-27,,"전북특별자치도 전주시 덕진구 세병2길 19, 1동 2층 202호 일부호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1327-15 ,35.81604567,127.1447651,79.55,N
2665,커피숍,인후동커피집,2023-07-28,,"전북특별자치도 전주시 덕진구 동가재미1길 3, 1층 일부호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 841-13 ,35.82119857,127.0974885,35.82,N
2666,커피숍,산새소리,2023-08-04,,"전북특별자치도 전주시 덕진구 명주5길 38-1, 1층 일부호 (인후동2가)",전북특별자치도 전주시 덕진구 인후동2가 1548-11 ,35.82049785,127.0977952,43.76,N
2667,커피숍,아디스아바바드립,2023-08-04,,"전북특별자치도 전주시 덕진구 두간7길 8, 1층 일부호 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 826-4 ,35.82022927,127.0968355,67.2,N
2668,커피숍,파스쿠찌송천파인트리몰점,2023-08-07,,"전북특별자치도 전주시 덕진구 송천중앙로 225, 파인트리몰 1층 134,135,136,137,138호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1422 파인트리몰 ,35.8092295,127.1035656,219.53,N
2669,커피숍,온더고,2023-08-07,,"전북특별자치도 전주시 덕진구 만성북4길 17, 1층 전체호 (만성동)",전북특별자치도 전주시 덕진구 만성동 1356-23 ,35.80638657,127.1164656,122.39,N
2670,커피숍,전만장,2023-08-23,,"전북특별자치도 전주시 덕진구 온고을로 549, 1층 일부호 (여의동)",전북특별자치도 전주시 덕진구 여의동 1264-3 ,35.81909832,127.1456398,46.96,N
2671,커피숍,예쁜하루,2023-09-01,,"전북특별자치도 전주시 덕진구 권삼득로 333, 1층 110호 (덕진동1가)",전북특별자치도 전주시 덕진구 덕진동1가 664-6 ,35.84492315,127.1258692,48,N
2672,커피숍,스타벅스전주만성DT점,2023-09-11,,"전북특별자치도 전주시 덕진구 정여립로 972, 1,2층 전체호 (만성동)",전북특별자치도 전주시 덕진구 만성동 581 ,35.77115435,127.127627,610.68,Y
2673,커피숍,카페타이니하우스(cafetinyhouse),2023-09-11,,"전북특별자치도 전주시 덕진구 전주천동로 473, 르네블루빌딩 1층 102호 (금암동)",전북특별자치도 전주시 덕진구 금암동 768-10 르네블루빌딩 ,35.86642765,127.1232971,56.4,N
2674,커피숍,빽다방전주덕진구청점,2023-09-25,,"전북특별자치도 전주시 덕진구 벚꽃3길 10, 1층 전체호 (진북동)",전북특별자치도 전주시 덕진구 진북동 1021-6 ,35.8131604,127.0952888,169.2,N
2675,커피숍,우아커피,2023-09-27,,"전북특별자치도 전주시 덕진구 견훤로 489, 1층 일부호 (우아동3가)",전북특별자치도 전주시 덕진구 우아동3가 602-43 ,35.81498096,127.1484171,40.91,N
2676,커피숍,아그네포,2023-10-12,,"전북특별자치도 전주시 덕진구 천마산로 46, 양정교회 교육관 1층 전체호 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 107-230 양정교회 교육관 ,35.80607652,127.1196667,139.35,N
2677,커피숍,카페쇼콜라빌리지,2023-10-18,,"전북특별자치도 전주시 덕진구 기지로 93, 1층 107호일부호 (장동)",전북특별자치도 전주시 덕진구 장동 1088-4 ,35.82835329,127.1340747,78.09,N
2678,커피숍,커피마루덕진구청점,2023-10-20,,"전북특별자치도 전주시 덕진구 벚꽃로 38, 1층 전체호 (진북동)",전북특별자치도 전주시 덕진구 진북동 1029-46 ,35.81161368,127.1262781,60.55,N
2679,커피숍,카페인중독전주덕진점,2023-10-25,,"전북특별자치도 전주시 덕진구 추탄로 60, 1층 일부호 (덕진동2가)",전북특별자치도 전주시 덕진구 덕진동2가 661-4 ,35.82093939,127.14344,26.6,N
2680,커피숍,밤티,2023-10-26,,"전북특별자치도 전주시 덕진구 틀못2길 46, 217동(호반베르디움더클래스 상가동) 1층 103호 (장동)",전북특별자치도 전주시 덕진구 장동 1086 217동(호반베르디움더클래스 상가동) ,35.80474172,127.1232552,37.44,N
2681,커피숍,더벤티안골점,2023-11-06,,"전북특별자치도 전주시 덕진구 견훤로 314, 1층 일부호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 756-18 ,35.82623114,127.1423208,81.18,N
2682,커피숍,스타벅스전주에코DT점,2023-11-08,,"전북특별자치도 전주시 덕진구 백석로 170, 1,2,옥탑층 (전미동1가)",전북특별자치도 전주시 덕진구 전미동1가 13-4 ,35.81599635,127.1416339,708.11,Y
2683,커피숍,믿음카페,2023-11-09,,"전북특별자치도 전주시 덕진구 팔달로 357, 1층 일부호 (진북동)",전북특별자치도 전주시 덕진구 진북동 390 ,35.82312783,127.1470022,78.37,N
2684,커피숍,더리터사대부고점,2024-01-22,,"전북특별자치도 전주시 덕진구 삼송3길 47, 1층 일부호 (금암동)",전북특별자치도 전주시 덕진구 금암동 631-319 ,35.82306207,127.149172,39.06,N
2685,커피숍,스트릿1988전주만성점,2024-01-25,,"전북특별자치도 전주시 덕진구 만성동로 36, 제일풍경채상가 지하1층 103호 (만성동)",전북특별자치도 전주시 덕진구 만성동 1290-1 제일풍경채상가 ,35.83113493,127.122401,36.45,N
2686,커피숍,와플앤크로플,2024-02-02,,"전북특별자치도 전주시 덕진구 호성1길 39, 호성가정의원 1층 일부호 (호성동1가)",전북특별자치도 전주시 덕진구 호성동1가 733-8 ,35.81915239,127.1456392,46.2,N
2687,커피숍,찻집온,2024-02-08,,"전북특별자치도 전주시 덕진구 매봉14길 18, 1층 (금암동)",전북특별자치도 전주시 덕진구 금암동 1563-18 ,35.83628385,127.1542224,79.7,N
2688,커피숍,더벤티전주에코포레나점,2024-02-27,070-7596-0305,"전북특별자치도 전주시 덕진구 세병로 21, 1층 B-104호 (송천동2가, 포레나 전주에코시티)",전북특별자치도 전주시 덕진구 송천동2가 1313 포레나 전주에코시티 ,35.82290784,127.1426774,50.18,N
2689,커피숍,카페스루,2024-03-25,,"전북특별자치도 전주시 덕진구 가리내8길 1, 1층 일부호 (덕진동2가)",전북특별자치도 전주시 덕진구 덕진동2가 674-5 ,35.80625064,127.1262482,50.2,N
2690,커피숍,차든지뜨겁든지,2024-03-28,,"전북특별자치도 전주시 덕진구 서가재미2길 8, 1층 일부호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 827-2 ,35.82231597,127.1218339,56.1,N
2691,커피숍,더벤티금상점,2024-04-11,,"전북특별자치도 전주시 덕진구 전진로 36, 1층 일부호 (산정동)",전북특별자치도 전주시 덕진구 산정동 760-13 ,35.81292604,127.1458829,31.95,N
2692,커피숍,메가엠지씨커피전주화개네거리점,2024-04-30,,"전북특별자치도 전주시 덕진구 온고을로 566, 1층 전체호 (여의동)",전북특별자치도 전주시 덕진구 여의동 1263-7 ,35.8230417,127.1462948,80,N
2693,커피숍,카페가득,2024-05-17,,"전북특별자치도 전주시 덕진구 신복로 63, 1층 일부호 (팔복동1가)",전북특별자치도 전주시 덕진구 팔복동1가 163-8 ,35.81566967,127.1476683,80,N
2694,커피숍,파스쿠찌전북대병원점,2024-05-20,,"전북특별자치도 전주시 덕진구 건지로 20, 전북대학교병원 지하 1층 (금암동)",전북특별자치도 전주시 덕진구 금암동 634-18 전북대학교병원 ,35.81983829,127.1219607,43.9,N
2695,커피숍,카페브레덴코전북대병원점,2024-05-20,,"전북특별자치도 전주시 덕진구 건지로 20, 전북대학교병원 지하 1층 일부호 (금암동)",전북특별자치도 전주시 덕진구 금암동 634-18 전북대학교병원 ,35.81699411,127.1475989,61.7,N
2696,커피숍,오늘머랭혁신점,2024-05-28,,"전북특별자치도 전주시 덕진구 기지로 77, 판매시설동 2층 A-256호 (장동, 대방 디엠시티)",전북특별자치도 전주시 덕진구 장동 1111 대방 디엠시티 ,35.82419056,127.1700989,44.83,N
2697,커피숍,빽다방전주송천센트럴파크점,2024-06-21,,"전북특별자치도 전주시 덕진구 송천로 1, 1-2블럭동 1층 2-106호 (송천동1가, 송천동센트럴파크아파트)",전북특별자치도 전주시 덕진구 송천동1가 292-7 송천동센트럴파크아파트 ,35.8255028,127.1489136,64.35,N
2698,커피숍,스타벅스전주아중DT점,2024-06-24,063-242-4436,"전북특별자치도 전주시 덕진구 아중로 220, 1층, 2층 (우아동1가)",전북특별자치도 전주시 덕진구 우아동1가 908-1 ,35.82347585,127.1452388,367.93,Y
2699,커피숍,카페동화,2024-06-20,,"전북특별자치도 전주시 덕진구 송천중앙로 209, 1층 일부호 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 869-1 ,35.81867638,127.148422,59.3,N
2700,커피숍,커피공원,2024-06-26,,"전북특별자치도 전주시 덕진구 솔내로 203, 송천주공복합상가 103호 일부호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1271 송천주공복합상가 ,35.81221263,127.1495089,23.4,N
2701,커피숍,컴포즈커피전주에코3블럭점,2024-07-03,,"전북특별자치도 전주시 덕진구 세병로 92, 에코시티 데시앙 네스트 3블럭 1층 113호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1342 에코시티 데시앙 네스트 3블럭 ,35.81327909,127.1486455,51.62,N
2702,커피숍,더리터전주파크리움점,2024-07-09,,"전북특별자치도 전주시 덕진구 기린대로 529, 파크리움 오피스텔 B1층 102호 (덕진동1가)",전북특별자치도 전주시 덕진구 덕진동1가 1358-22 파크리움 오피스텔 ,35.81152909,127.1270425,42.12,N
2703,커피숍,평화와평화산책종점,2024-07-10,,"전북특별자치도 전주시 덕진구 사근1길 73, 1층 전체호 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 46-7 ,35.81085991,127.1455841,151.2,N
2704,커피숍,컴포즈커피전주인후점,2024-07-10,,"전북특별자치도 전주시 덕진구 건산로 244, 1층 일부호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 845-7 ,35.82453759,127.1424496,55.86,N
2705,커피숍,카페나인,2024-07-12,,"전북특별자치도 전주시 덕진구 솔내7길 5, 1층 전체호 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 478-8 ,35.79316294,127.1311483,88.91,N
2706,커피숍,왓커피법원점,2024-07-15,,"전북특별자치도 전주시 덕진구 만성중앙로 54-33, 1층 102호, 103호 (만성동)",전북특별자치도 전주시 덕진구 만성동 1262-1 ,35.82565112,127.1380882,99.22,N
2707,커피숍,커스텀커피전주아중점,2024-07-16,,"전북특별자치도 전주시 덕진구 정언신로 75, 1층 일부호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 843-7 ,35.83442383,127.1334776,79.7,N
2708,커피숍,포티커피,2024-07-23,,"전북특별자치도 전주시 덕진구 명륜3길 22, 101-1 일부호 (금암동)",전북특별자치도 전주시 덕진구 금암동 1312-28 ,35.80484131,127.1270381,21.1,N
2709,커피숍,복스커피,2024-07-30,,"전북특별자치도 전주시 덕진구 덕진광장로 1-11, 2층 1호 (덕진동1가)",전북특별자치도 전주시 덕진구 덕진동1가 1279-5 ,35.82293704,127.150612,87,N
2710,커피숍,카페정담,2024-08-09,,"전북특별자치도 전주시 덕진구 모래내6길 6, 1층 일부호 (인후동2가)",전북특별자치도 전주시 덕진구 인후동2가 226-84 ,35.82244969,127.1492449,34.54,N
2711,커피숍,카페벨,2024-08-23,,"전북특별자치도 전주시 덕진구 운암로 46, 1층 일부호 (팔복동2가)",전북특별자치도 전주시 덕진구 팔복동2가 830-1 ,35.81506874,127.1468116,43.4,N
2712,커피숍,까페바다,2024-09-04,,"전북특별자치도 전주시 덕진구 정언신로 35, 1층 일부호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 253-7 ,35.8235748,127.1528629,49.24,N
2713,커피숍,카페오스틴,2024-10-04,,"전북특별자치도 전주시 덕진구 농생명로 300, 농촌진흥청 본청 1층 일부호 (중동)",전북특별자치도 전주시 덕진구 중동 831 농촌진흥청 ,35.82571882,127.1437871,7.04,N
2714,커피숍,카페블랙다이아몬드,2024-10-16,,"전북특별자치도 전주시 덕진구 숲정이3길 5-1, 1층 일부호 (진북동)",전북특별자치도 전주시 덕진구 진북동 1151-1 ,35.81442704,127.1452914,19.8,N
2715,커피숍,러시커피,2024-10-22,,"전북특별자치도 전주시 덕진구 오공로 136, 1층 106호 (만성동)",전북특별자치도 전주시 덕진구 만성동 1167-1 ,35.82943262,127.1463815,33.6,N
2716,커피숍,벌크커피만성점,2024-10-25,,"전북특별자치도 전주시 덕진구 만성중앙로 11, 1층 102호 (만성동)",전북특별자치도 전주시 덕진구 만성동 1360-9 ,35.8292726,127.1466931,69.5,N
2717,커피숍,커피쿡전주본점,2024-11-04,,"전북특별자치도 전주시 덕진구 백제대로 686, 1층 104호 (인후동2가)",전북특별자치도 전주시 덕진구 인후동2가 1529-1 ,35.82573697,127.1463435,107.77,N
